handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,customTextField1,customTextCharLimit1,customTextMandatory1
d713bb66-895f-4175-8753-bcb142b115d1,Product,ברז - TPAD11,Model: רטרו<br>Description: רטרו ברז .F.S לאמבטיה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD11.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD11A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);רטרו (מודל),599_TPAD11,,4739,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df3c7d31-8c3b-446f-84f1-cb8983c6cec1,Product,ברז - TPAD12,Model: קולורדו<br>Description: קולורדו ברז .F.S לאמבטיה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD12.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD12A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);קולורדו (מודל),600_TPAD12,,3949,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788b99e-511c-4fe0-af13-8563c12e4e59,Product,ברז - TPAD13,Model: מלודי<br>Description: מלודי ברז .F.S לאמבטיה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD13.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD13A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);מלודי (מודל),601_TPAD13,,3644,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7ba8cda-efe8-42b0-b490-9339c4de03e9,Product,ברז - TPAD14,Model: קסקד<br>Description: קסקד ברז .F.S לכיור<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD14.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD14A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);קסקד (מודל),602_TPAD14,,4374,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fafef74-9655-4617-bb25-419ab2e96047,Product,ברז - TPAD15,Model: קסקד<br>Description: קסקד ברז .F.S לאמבטיה<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD15.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD15A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);קסקד (מודל),603_TPAD15,,4861,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660075ba-5e3d-419e-85ae-172b0834f94d,Product,ברז - TPAD16,Model: נפטון<br>Description: נפטון ברז מטבח נשלף<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD16.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD16A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);נפטון (מודל),604_TPAD16,,481,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40b63164-56db-4af3-ae07-50f210c8add2,Product,ברז - TPAD17,Model: צדק<br>Description: צדק ברז מטבח עיצוב תעשייתי<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD17.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD17A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);צדק (מודל),605_TPAD17,,541,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3f3aed9-8550-4277-b0a6-10040c75da78,Product,ברז - TPAD18,Model: ולנטיני<br>Description: ולנטיני ברז מטבח איטלקי נשלף ניקל<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD18.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD18A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);ולנטיני (מודל),606_TPAD18,,602,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edf3b6f7-986f-4c09-a459-f6558530ce8d,Product,ברז - TPAD19,Model: ולנטיני<br>Description: ולנטיני ברז מטבח איטלקי נשלף ניקל מוברש<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD18.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD18A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);ולנטיני (מודל),607_TPAD19,,785,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2b5114f-c932-4bb1-bd04-d14085dc0cf0,Product,ברז - TPAD20,Model: אריזונה<br>Description: אריזונה ברז מטבח נשלף<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD20.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD20A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);אריזונה (מודל),608_TPAD20,,541,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
