handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,customTextField1,customTextCharLimit1,customTextMandatory1
cc8bacdf-3d29-418c-ab15-2096b37e45a2,Product,ברז - TPAD1,Model: רטרו<br>Description: רטרו ברז קיר עם פיית מילוי<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD1.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Faucets/Pictures/TPAD1A.jpg,סניטריה;ברזים (ק.מ);ברז (ת.ק);מקלחות וחדרי שירותים (מתחם);רטרו (מודל),589_TPAD1_test,,846,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
