No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Description,Promotion_Message,Size,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
634,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,122,G02,,ARMBT443,3,ARMBT443,,,half italy leather+S/S,כסא - ARMBT443,,,44*55*90,0.166,,,,,,,,,,100.154,1.5,,,,,,,,150.231,3.5,,,351,17%,410,2.5,1025,,,,2.2,902,,492,54.5%,,,,
635,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,123,D05,,ARMBT444,1,ARMBT444,,,Fabric+S/S,כסא - ARMBT444,,,48*55*98,0.25,,,,,,,,,,104.75,1.5,,,,,,,,157.125,3.5,,,367,17%,429,2.5,1072,,,,2.2,944,,515,54.5%,,,,
636,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,123,D02,,ARMBT445,1,ARMBT445,,,Fabric+S/S,כסא - ARMBT445,,,50*52*110,0.25,,,,,,,,,,109.75,1.5,,,,,,,,164.625,3.5,,,384,17%,449,2.5,1124,,,,2.2,989,,539,54.5%,,,,
637,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,123,D04,,ARMBT446,1,ARMBT446,,,Fabric+S/S,כסא - ARMBT446,,,48*55*100,0.25,,,,,,,,,,109.75,1.5,,,,,,,,164.625,3.5,,,384,17%,449,2.5,1124,,,,2.2,989,,539,54.5%,,,,
638,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,123,D06,,ARMBT447,1,ARMBT447,,,Fabric+S/S,כסא - ARMBT447,,,47*55*105,0.25,,,,,,,,,,109.75,1.5,,,,,,,,164.625,3.5,,,384,17%,449,2.5,1124,,,,2.2,989,,539,54.5%,,,,
639,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,123,D03,,ARMBT448,1,ARMBT448,,,Fabric+S/S,כסא - ARMBT448,,,50*55*94,0.25,,,,,,,,,,68.08333333,1.5,,,,,,,,102.125,3.5,,,238,17%,279,2.5,697,,,,2.2,613,,335,54.5%,,,,
640,סלון,כורסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,124,T03-cs,,ARMBT449,1,ARMBT449,,,PU+S/S ,כורסא - ARMBT449,,,45*60*95,0.22,,,,,,,,,,104.18,1.5,,,,,,,,156.27,3.5,,,365,17%,427,2.5,1067,,,,2.2,939,,512,54.5%,,,,
641,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,124,G014A,,ARMBT450,1,ARMBT450,,,PU+S/S ,כסא - ARMBT450,,,44*55*85,0.1,,,,,,,,,,36.06666667,1.5,,,,,,,,54.1,3.5,,,126,17%,148,2.5,369,,,,2.2,325,,177,54.5%,,,,
642,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,124,G014B,,ARMBT451,1,ARMBT451,,,PU+S/S ,כסא - ARMBT451,,,44*50*90,0.15,,,,,,,,,,61.18333333,1.5,,,,,,,,91.775,3.5,,,214,17%,251,2.5,626,,,,2.2,551,,301,54.5%,,,,
643,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,125,KR08,,ARMBT452,1,ARMBT452,,,pu+S/S,כסא - ARMBT452,,,53*60*82,0.2,,,,,,,,,,102.9666667,1.5,,,,,,,,154.45,3.5,,,360,17%,422,2.5,1054,,,,2.2,928,,506,54.5%,,,,
644,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,125,G062,,ARMBT453,1,ARMBT453,,,PU+S/S ,כסא - ARMBT453,,,47*53*88,0.1,,,,,,,,,,61.9,1.5,,,,,,,,92.85,3.5,,,217,17%,253,2.5,634,,,,2.2,558,,304,54.5%,,,,
645,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,125,G062A,,ARMBT454,1,ARMBT454,,,Fabric/PU+S/S ,כסא - ARMBT454,,,47*58*80,0.1,,,,,,,,,,61.9,1.5,,,,,,,,92.85,3.5,,,217,17%,253,2.5,634,,,,2.2,558,,304,54.5%,,,,
646,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,125,G062B,,ARMBT455,1,ARMBT455,,,Fabric/PU+S/S with painting,כסא - ARMBT455,,,47*58*80,0.1,,,,,,,,,,61.9,1.5,,,,,,,,92.85,3.5,,,217,17%,253,2.5,634,,,,2.2,558,,304,54.5%,,,,
647,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,126,G044,,ARMBT456,1,ARMBT456,,,PU+S/S ,כסא - ARMBT456,,,45*61*94,0.11,,,,,,,,,,52.92333333,1.5,,,,,,,,79.385,3.5,,,185,17%,217,2.5,542,,,,2.2,477,,260,54.5%,,,,
648,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,126,K13,,ARMBT457,1,ARMBT457,,,PU+S/S ,כסא - ARMBT457,,,46*57*104,0.1,,,,,,,,,,55.23333333,1.5,,,,,,,,82.85,3.5,,,193,17%,226,2.5,565,,,,2.2,498,,271,54.5%,,,,
649,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,126,K16,,ARMBT458,1,ARMBT458,,,PU+S/S ,כסא - ARMBT458,,,46*56*98,0.1,,,,,,,,,,63.56666667,1.5,,,,,,,,95.35,3.5,,,222,17%,260,2.5,651,,,,2.2,573,,312,54.5%,,,,
650,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,126,K32C,,ARMBT459,1,ARMBT459,,,PU+S/S ,כסא - ARMBT459,,,45*53*81,0.1,,,,,,,,,,45.23333333,1.5,,,,,,,,67.85,3.5,,,158,17%,185,2.5,463,,,,2.2,408,,222,54.5%,,,,
651,סלון,כסא,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,126,G015A,,ARMBT460,1,ARMBT460,,,PU+chrome plating,כסא - ARMBT460,,,47*62*96,0.193,,,,,,,,,,74.00033333,1.5,,,,,,,,111.0005,3.5,,,259,17%,303,2.5,758,,,,2.2,667,,364,54.5%,,,,
652,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,129,D84,,ARMBT461,1,ARMBT461,,, tempered glass+ iron painting,שולחן קפה - ARMBT461,,,coffee table:50*40*56,0.12,,,,,,,,,,75.61333333,1.5,,,,,,,,113.42,3.5,,,265,17%,310,2.5,774,,,,2.2,681,,372,54.5%,,,,
653,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,130,L1,,ARMBT462,1,ARMBT462,,,iron painted,שולחן קפה - ARMBT462,,,D40*45,0.1,,,,,,,,,,94.4,1.5,,,,,,,,141.6,3.5,,,330,17%,387,2.5,966,,,,2.2,850,,464,54.5%,,,,
654,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,130,L2,,ARMBT463,1,ARMBT463,,,iron painting,שולחן קפה - ARMBT463,,,D90*33,0.3,,,,,,,,,,239.0333333,1.5,,,,,,,,358.55,3.5,,,837,17%,979,2.5,2447,,,,2.2,2153,,1175,54.5%,,,,
655,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,133,D70,,ARMBT464,1,ARMBT464,"ARMBT464A, ARMBT464B",,tempered glass(19mm)+wood,שולחן קפה - ARMBT464,,,127*92*40,0.091,,,,,,,,,,124.229,1.5,,,,,,,,186.3435,3.5,,,435,17%,509,2.5,1272,,,,2.2,1119,,610,54.5%,,,,
656,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,133,D70,,ARMBT464,2,ARMBT464,"ARMBT464A, ARMBT464B",,tempered glass(15mm)+wood,שולחן קפה - ARMBT464,,,127*92*40,0.091,,,,,,,,,,108.3956667,1.5,,,,,,,,162.5935,3.5,,,379,17%,444,2.5,1110,,,,2.2,977,,533,54.5%,,,,
657,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,134,K42S,,ARMBT465,1,ARMBT465,,,plywood+walnut,שולחן קפה - ARMBT465,,,65*36*40,0.15,,,,,,,,,,48.35,1.5,,,,,,,,72.525,3.5,,,169,17%,198,2.5,495,,,,2.2,436,,238,54.5%,,,,
658,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,134,K42L,,ARMBT466,1,ARMBT466,,,plywood+walnut,שולחן קפה - ARMBT466,,,103*70*28,0.4,,,,,,,,,,105.7666667,1.5,,,,,,,,158.65,3.5,,,370,17%,433,2.5,1083,,,,2.2,953,,520,54.5%,,,,
659,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,134,D87,,ARMBT467,1,ARMBT467,,,plywood+SS,שולחן קפה - ARMBT467,,,Dia50*61,0.21,,,,,,,,,,35.65666667,1.5,,,,,,,,53.485,3.5,,,125,17%,146,2.5,365,,,,2.2,321,,175,54.5%,,,,
660,סלון,שולחן קפה,,,,,,,BETTY - HONGYE FURNITURE,BT,,,,,134,D88,,ARMBT468,1,ARMBT468,,,wood,שולחן קפה - ARMBT468,,,Dia90*43,0.4,,,,,,,,,,65.93333333,1.5,,,,,,,,98.9,3.5,,,231,17%,270,2.5,675,,,,2.2,594,,324,54.5%,,,,
