handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,customTextField1,customTextCharLimit1,customTextMandatory1
42f541e1-8fe9-4623-b78f-e43648fd9f90,Product,כורסא והדום - ARMBT39,Size: 82*80*85 (68*58*42)<br>Materials: pu+ALUMINUM<br>Price: 2724<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Armchairs/Pictures/ARMBT9.jpg;https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Armchairs/Pictures/ARMBT9A.jpg,סלון;כורסא והדום (ק.מ),1_ARMBT39,,2724,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
