No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Description,Promotion_Message,Size,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
45,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-0160,,SIAD48,,SIAD48,,,CORIAN,CORIAN SINK - SIAD48,כיור קוריאן,,1000*480*125,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,145",60%,2058,17%,2408,2,4816,1.7,4093,17890,1.4,3371,,963,40.0%,,,,
46,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-0120BL,,SIAD49,,SIAD49,,,CORIAN,CORIAN SINK - SIAD49,כיור קוריאן,,1200*500*125,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,489",60%,2196,17%,2569,2,5138,1.7,4367,17890,1.4,3596,,1028,40.0%,,,,
47,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPW-0120C,,SIAD50,,SIAD50,SIAD50A,,CORIAN,CORIAN SINK - SIAD50,כיור קוריאן,,1000*500*125,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,145",60%,2058,17%,2408,2,4816,1.7,4093,17890,1.4,3371,,963,40.0%,,,,
48,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0200,,SIAD51,,SIAD51,"SIAD51A,SIAD51B",,CORIAN,CORIAN SINK - SIAD51,כיור קוריאן,,600*360*215,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,225",60%,890,17%,1041,2,2083,1.7,1770,17890,1.4,1458,,417,40.0%,,,,
49,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0380,,SIAD52,,SIAD52,"SIAD52A,SIAD52B,SIAD52C",,CORIAN,CORIAN SINK - SIAD52,כיור קוריאן,,680*410*140,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,980",60%,792,17%,927,2,1853,1.7,1575,17890,1.4,1297,,371,40.0%,,,,
50,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0450,,SIAD53,,SIAD53,SIAD53A,,CORIAN,CORIAN SINK - SIAD53,כיור קוריאן,,660*410*135,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,225",60%,890,17%,1041,2,2083,1.7,1770,17890,1.4,1458,,417,40.0%,,,,
51,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0170,,SIAD54,,SIAD54,"SIAD54A,SIAD54B",,CORIAN,CORIAN SINK - SIAD54,כיור קוריאן,,500*500*150,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,225",60%,890,17%,1041,2,2083,1.7,1770,17890,1.4,1458,,417,40.0%,,,,
52,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0440,,SIAD55,,SIAD55,"SIAD55A,SIAD55B",,CORIAN,CORIAN SINK - SIAD55,כיור קוריאן,,650*358*150,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,225",60%,890,17%,1041,2,2083,1.7,1770,17890,1.4,1458,,417,40.0%,,,,
53,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPC-080,,SIAD56,,SIAD56,SIAD56A,,CORIAN,CORIAN SINK - SIAD56,כיור קוריאן,,450*450*155,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,000",60%,800,17%,936,2,1872,1.7,1591,17890,1.4,1310,,374,40.0%,,,,
54,סניטריה,כיורים,CORIAN SINK,,,מקלחות וחדרי שירותים,ארונות מקלחות,,ADAR,AD,ADAR,,CORIAN SINK,,,DPV-0140,,SIAD57,,SIAD57,"SIAD57A,SIAD57B",,CORIAN,CORIAN SINK - SIAD57,כיור קוריאן,,560*400*135,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"1,950",60%,780,17%,913,2,1825,1.7,1551,17890,1.4,1278,,365,40.0%,,,,
