handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,customTextField1,customTextCharLimit1,customTextMandatory1
0cb14e1b-aec6-47c4-a46c-fb5a82298891,Product,שולחן קפה - CHRB1X,Description: שולחן סלון מלבני<br>Size: 38*162<br>Materials: זכוכית בשילוב ניקל<br>Price: 2340<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Tables/Pictures/CHRB1.jpg,ריהוט;פינת ישיבה (ק.מ);שולחן קפה (ת.ק);שולחן קפה (סוג);סלון (מתחם),1_CHRB1X,,2340,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136612b-5b47-4317-b94e-d647a39a0d6b,Product,שולחן קפה - CHRB2X,"Description: שולחן סלון זכוכית<br>Size: 130x70x45 ס""מ<br>Price: 2121<br>",https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Tables/Pictures/CHRB2.jpg,ריהוט;פינת ישיבה (ק.מ);שולחן קפה (ת.ק);שולחן קפה (סוג);סלון (מתחם),2_CHRB2X,,2121,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb94c79f-8e63-4b78-9c1f-edfc9179254c,Product,שולחן קפה - CHRB3X,"Description: שולחן סלון זכוכית<br>Size: 110×110 ס""מ<br>Price: 2340<br>",https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Tables/Pictures/CHRB3.jpg,ריהוט;פינת ישיבה (ק.מ);שולחן קפה (ת.ק);שולחן קפה (סוג);סלון (מתחם),3_CHRB3X,,2340,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51a7d8da-a4b6-4729-aeec-4dc34a0990c5,Product,שולחן קפה - CHRB4X,Description: שולחן סלון עגול מעוצב<br>Size: קוטר- 100 גובה- 43<br>Materials: זכוכית בשילוב ניקל<br>Price: 2121<br>,https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Tables/Pictures/CHRB4.jpg,ריהוט;פינת ישיבה (ק.מ);שולחן קפה (ת.ק);שולחן קפה (סוג);סלון (מתחם),4_CHRB4X,,2121,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5e82bec-c520-4d9f-b50d-2bd29fd2bc68,Product,שולחן קפה - CHRB5X,"Description: שולחן סלון עגול<br>Size: קוטר: 100 ס""מ<br>Materials: זכוכית בשילוב מסגרת ניקל<br>Price: 2340<br>",https://raw.githubusercontent.com/ValeriyLeykin/homme/master/Tables/Pictures/CHRB5.jpg,ריהוט;פינת ישיבה (ק.מ);שולחן קפה (ת.ק);שולחן קפה (סוג);סלון (מתחם),5_CHRB5X,,2340,,true,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
